frequency,permittivity,conductivity
1000000,342.7995123169793,0.23607815824519296
1584893.1924611137,235.63945856235634,0.24262611098747316
2511886.43150958,155.68770635097155,0.24901772473500283
3981071.705534973,103.10881379240458,0.25481591187570296
6309573.444801933,70.87949216598118,0.26010858558242195
10000000,51.49981985730066,0.2651660098007632
15848931.924611136,39.717734541411765,0.27023283293021355
25118864.3150958,32.387288329232696,0.2754898028784732
39810717.05534973,27.713529443155142,0.2810801731113934
63095734.44801933,24.669662551510616,0.28715477641774245
100000000,22.65282650595598,0.293942159367295
