frequency,permittivity,conductivity
1000000,218.12565862271222,0.326709195458818
1584893.1924611137,179.3175080816731,0.32886584972099436
2511886.43150958,152.44850166231714,0.33136869716196765
3981071.705534973,133.60625196106713,0.334441729932725
6309573.444801933,119.99285829402983,0.3385649463591392
10000000,109.45075353286069,0.34473150572907624
15848931.924611136,100.13922959981569,0.3547825411902682
25118864.3150958,90.50331839381273,0.37136671600971255
39810717.05534973,79.81928609390849,0.396417548518018
63095734.44801933,68.9547350099386,0.4282711169812505
100000000,59.780471990474624,0.4617700083771283
