9
10
9
6
99
10
10
13
10
11
9
10
10
99
9
9
9
10
9
10
10
99
6
10
10
11
9
12
11
10
10
11
10
10
10
10
11
10
10
10
8
11
10
10
10
8
10
11
99
10
10
9
9
