1,-0.69886,2.1106,-8.1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.71442,-0.69895,1.5128,-11.003,3.0242,-5.0401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.67506,-0.69896,1.4922,-11.029,2.9857,-4.9246,2.0031,-8.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.67507,-0.69897,3.6507,-1.8486,2.0031,-8.101,1.4922,-11.029,2.9772,-4.9308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.67266,-0.69897,1.482,-11.039,1.2992,-8.8409,3.651,-1.8483,2.9748,-4.927,1.938,-7.8268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.66812,-0.69897,2.9134,-4.7375,1.9506,-7.9798,3.6683,-1.8296,0.98837,-9.1949,1.477,-11.049,2.1774,-5.7444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6177,-0.69897,0.91521,-10.522,2.3036,-5.5976,1.413,-8.6582,1.8856,-7.781,2.8831,-4.6822,3.6694,-1.8285,1.3741,-11.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.62205,-0.6987,1.9867,-5.8896,1.4862,-8.576,0.77801,-10.335,2.8012,-4.9235,3.7123,-1.7923,1.4212,-11.131,1.8439,-7.7427,2.4058,-4.1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.60222,-0.69882,1.767,-8.1717,1.6129,-7.3832,0.87597,-9.1625,2.0271,-5.782,3.6955,-1.8049,2.7887,-4.9111,1.3505,-11.185,2.4076,-4.1816,0.95772,-10.624,0,0,0,0,0,0,0,0,0,0,0,0
0.58236,-0.69891,2.2349,-5.3607,2.5691,-4.3795,1.6555,-8.3031,1.1418,-10.774,3.6809,-1.8185,1.2391,-11.254,2.5931,-4.9148,0.72244,-9.3768,1.698,-7.6248,1.6189,-6.2426,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
