0.72346,-2.5888,3.3142,-4.8178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.70214,-2.6507,4.5603,-3.4713,1.5182,-7.8339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.46859,-2.6943,1.5381,-7.8011,0.41899,-10.996,5.0576,-3.0178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.46846,-2.8253,3.31,-4.7444,1.5101,-7.8204,5.7358,-2.4045,0.4191,-10.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.46867,-2.8726,2.5286,-5.519,0.41883,-10.996,3.9348,-3.9459,1.4807,-7.84,5.9026,-2.2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.46967,-2.9122,0.41664,-10.999,1.4296,-7.8962,3.0475,-4.8232,1.9239,-6.1472,4.2536,-3.5256,6.0092,-2.1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.44972,-2.9171,2.0721,-5.9676,3.1966,-4.6469,-0.15938,-9.8721,4.3298,-3.4254,6.0294,-2.0835,0.37056,-11.116,1.4449,-7.8488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.43754,-2.9613,0.36601,-11.181,6.1372,-1.9571,3.6848,-4.0412,-0.14373,-10.065,4.7361,-2.9747,1.7253,-6.3604,1.399,-7.9034,2.719,-5.1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.43001,-2.9493,1.3953,-7.6426,-0.059234,-10.428,3.6149,-4.0766,2.7299,-5.0619,0.3024,-11.261,0.72215,-8.4103,4.6234,-3.0676,6.1002,-2.0016,1.84,-6.1234,0,0,0,0,0,0,0,0,0,0,0,0
0.42879,-2.9563,4.7295,-2.9273,0.5307,-8.5514,-0.050025,-10.462,0.2946,-11.27,3.0068,-4.6649,2.2651,-5.5045,1.3844,-7.7296,1.5195,-6.4422,6.1188,-1.9712,3.7922,-3.8222,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
